country_region_code,country_region,sub_region_1,sub_region_2,metro_area,iso_3166_2_code,census_fips_code,place_id,date,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline
GB,United Kingdom,,,,,,ChIJqZHHQhE7WgIReiWIMkOg-MQ,21/12/2021,2,22,15,-39,-42,11
GB,United Kingdom,,,,,,ChIJqZHHQhE7WgIReiWIMkOg-MQ,22/12/2021,4,29,5,-39,-44,11
GB,United Kingdom,,,,,,ChIJqZHHQhE7WgIReiWIMkOg-MQ,23/12/2021,7,42,8,-39,-50,12
GB,United Kingdom,,,,,,ChIJqZHHQhE7WgIReiWIMkOg-MQ,24/12/2021,-17,20,-4,-49,-62,16
GB,United Kingdom,,,,,,ChIJqZHHQhE7WgIReiWIMkOg-MQ,25/12/2021,-87,-88,-49,-81,-64,11
GB,United Kingdom,,,,,,ChIJqZHHQhE7WgIReiWIMkOg-MQ,26/12/2021,-48,-50,-16,-55,-35,4
GB,United Kingdom,,,,,,ChIJqZHHQhE7WgIReiWIMkOg-MQ,27/12/2021,-15,-17,11,-54,-78,18
GB,United Kingdom,,,,,,ChIJqZHHQhE7WgIReiWIMkOg-MQ,28/12/2021,-14,-9,18,-54,-76,20
GB,United Kingdom,,,,,,ChIJqZHHQhE7WgIReiWIMkOg-MQ,29/12/2021,-11,2,5,-50,-65,18
GB,United Kingdom,,,,,,ChIJqZHHQhE7WgIReiWIMkOg-MQ,30/12/2021,-11,8,20,-49,-64,18
GB,United Kingdom,,,,,,ChIJqZHHQhE7WgIReiWIMkOg-MQ,31/12/2021,-20,9,22,-51,-64,17
GB,United Kingdom,,,,,,ChIJqZHHQhE7WgIReiWIMkOg-MQ,01/01/2022,-63,-54,3,-59,-49,11
GB,United Kingdom,,,,,,ChIJqZHHQhE7WgIReiWIMkOg-MQ,02/01/2022,-25,-12,0,-39,-15,6
GB,United Kingdom,,,,,,ChIJqZHHQhE7WgIReiWIMkOg-MQ,03/01/2022,-15,-8,32,-56,-74,21
GB,United Kingdom,,,,,,ChIJqZHHQhE7WgIReiWIMkOg-MQ,04/01/2022,-25,0,-5,-48,-42,15
GB,United Kingdom,,,,,,ChIJqZHHQhE7WgIReiWIMkOg-MQ,05/01/2022,-25,-1,0,-46,-36,14
GB,United Kingdom,,,,,,ChIJqZHHQhE7WgIReiWIMkOg-MQ,06/01/2022,-30,-4,-14,-47,-35,14
GB,United Kingdom,,,,,,ChIJqZHHQhE7WgIReiWIMkOg-MQ,07/01/2022,-28,-4,-13,-44,-32,13
GB,United Kingdom,,,,,,ChIJqZHHQhE7WgIReiWIMkOg-MQ,08/01/2022,-32,-9,-36,-44,-12,8
GB,United Kingdom,,,,,,ChIJqZHHQhE7WgIReiWIMkOg-MQ,09/01/2022,-22,-7,13,-36,-6,5
GB,United Kingdom,,,,,,ChIJqZHHQhE7WgIReiWIMkOg-MQ,10/01/2022,-22,-2,-1,-42,-31,11
GB,United Kingdom,,,,,,ChIJqZHHQhE7WgIReiWIMkOg-MQ,11/01/2022,-23,-2,1,-42,-31,11
GB,United Kingdom,,,,,,ChIJqZHHQhE7WgIReiWIMkOg-MQ,12/01/2022,-21,-1,10,-41,-30,11
GB,United Kingdom,,,,,,ChIJqZHHQhE7WgIReiWIMkOg-MQ,13/01/2022,-22,0,13,-41,-30,11
GB,United Kingdom,,,,,,ChIJqZHHQhE7WgIReiWIMkOg-MQ,14/01/2022,-21,0,7,-38,-28,10
GB,United Kingdom,,,,,,ChIJqZHHQhE7WgIReiWIMkOg-MQ,15/01/2022,-22,-5,-4,-35,-8,5
GB,United Kingdom,,,,,,ChIJqZHHQhE7WgIReiWIMkOg-MQ,16/01/2022,-19,-6,18,-33,-5,3
GB,United Kingdom,,,,,,ChIJqZHHQhE7WgIReiWIMkOg-MQ,17/01/2022,-19,-1,17,-39,-30,9
GB,United Kingdom,,,,,,ChIJqZHHQhE7WgIReiWIMkOg-MQ,18/01/2022,-22,-2,8,-38,-30,10
GB,United Kingdom,,,,,,ChIJqZHHQhE7WgIReiWIMkOg-MQ,19/01/2022,-20,-1,5,-38,-29,10
GB,United Kingdom,,,,,,ChIJqZHHQhE7WgIReiWIMkOg-MQ,20/01/2022,-19,0,13,-37,-29,10
GB,United Kingdom,,,,,,ChIJqZHHQhE7WgIReiWIMkOg-MQ,21/01/2022,-19,0,4,-35,-27,9
GB,United Kingdom,,,,,,ChIJqZHHQhE7WgIReiWIMkOg-MQ,22/01/2022,-19,-4,4,-30,-7,4
GB,United Kingdom,,,,,,ChIJqZHHQhE7WgIReiWIMkOg-MQ,23/01/2022,-19,-7,11,-30,-5,3
GB,United Kingdom,,,,,,ChIJqZHHQhE7WgIReiWIMkOg-MQ,24/01/2022,-18,-2,9,-36,-29,9
GB,United Kingdom,,,,,,ChIJqZHHQhE7WgIReiWIMkOg-MQ,25/01/2022,-20,-1,6,-36,-29,9
GB,United Kingdom,,,,,,ChIJqZHHQhE7WgIReiWIMkOg-MQ,26/01/2022,-17,-1,8,-36,-29,9
GB,United Kingdom,,,,,,ChIJqZHHQhE7WgIReiWIMkOg-MQ,27/01/2022,-17,1,15,-35,-28,9
GB,United Kingdom,,,,,,ChIJqZHHQhE7WgIReiWIMkOg-MQ,28/01/2022,-15,1,7,-32,-27,9
GB,United Kingdom,,,,,,ChIJqZHHQhE7WgIReiWIMkOg-MQ,29/01/2022,-16,-4,1,-27,-7,4
GB,United Kingdom,,,,,,ChIJqZHHQhE7WgIReiWIMkOg-MQ,30/01/2022,-12,-5,27,-26,-4,2
GB,United Kingdom,,,,,,ChIJqZHHQhE7WgIReiWIMkOg-MQ,31/01/2022,-15,0,9,-34,-29,8
GB,United Kingdom,,,,,,ChIJqZHHQhE7WgIReiWIMkOg-MQ,01/02/2022,-16,1,14,-33,-28,8
GB,United Kingdom,,,,,,ChIJqZHHQhE7WgIReiWIMkOg-MQ,02/02/2022,-15,1,12,-32,-27,9
GB,United Kingdom,,,,,,ChIJqZHHQhE7WgIReiWIMkOg-MQ,03/02/2022,-15,2,14,-33,-27,8
GB,United Kingdom,,,,,,ChIJqZHHQhE7WgIReiWIMkOg-MQ,04/02/2022,-16,1,1,-31,-26,8
GB,United Kingdom,,,,,,ChIJqZHHQhE7WgIReiWIMkOg-MQ,05/02/2022,-17,-5,-7,-26,-8,4
GB,United Kingdom,,,,,,ChIJqZHHQhE7WgIReiWIMkOg-MQ,06/02/2022,-17,-7,-9,-28,-5,3
GB,United Kingdom,,,,,,ChIJqZHHQhE7WgIReiWIMkOg-MQ,07/02/2022,-15,1,15,-32,-28,8
GB,United Kingdom,,,,,,ChIJqZHHQhE7WgIReiWIMkOg-MQ,08/02/2022,-15,1,16,-31,-28,8
GB,United Kingdom,,,,,,ChIJqZHHQhE7WgIReiWIMkOg-MQ,09/02/2022,-14,1,13,-31,-27,8
GB,United Kingdom,,,,,,ChIJqZHHQhE7WgIReiWIMkOg-MQ,10/02/2022,-14,3,15,-30,-27,8
GB,United Kingdom,,,,,,ChIJqZHHQhE7WgIReiWIMkOg-MQ,11/02/2022,-12,4,18,-27,-26,7
GB,United Kingdom,,,,,,ChIJqZHHQhE7WgIReiWIMkOg-MQ,12/02/2022,-16,-2,-2,-24,-8,3
GB,United Kingdom,,,,,,ChIJqZHHQhE7WgIReiWIMkOg-MQ,13/02/2022,-16,-4,-21,-26,-6,3
GB,United Kingdom,,,,,,ChIJqZHHQhE7WgIReiWIMkOg-MQ,14/02/2022,-4,9,19,-31,-33,8
GB,United Kingdom,,,,,,ChIJqZHHQhE7WgIReiWIMkOg-MQ,15/02/2022,-15,-2,4,-33,-33,8
GB,United Kingdom,,,,,,ChIJqZHHQhE7WgIReiWIMkOg-MQ,16/02/2022,-14,-1,5,-33,-32,9
GB,United Kingdom,,,,,,ChIJqZHHQhE7WgIReiWIMkOg-MQ,17/02/2022,-10,5,24,-30,-31,8
GB,United Kingdom,,,,,,ChIJqZHHQhE7WgIReiWIMkOg-MQ,18/02/2022,-32,-15,-27,-46,-39,14
GB,United Kingdom,,,,,,ChIJqZHHQhE7WgIReiWIMkOg-MQ,19/02/2022,-21,-4,-17,-28,-9,4
GB,United Kingdom,,,,,,ChIJqZHHQhE7WgIReiWIMkOg-MQ,20/02/2022,-22,-10,-26,-30,-7,3
GB,United Kingdom,,,,,,ChIJqZHHQhE7WgIReiWIMkOg-MQ,21/02/2022,-13,1,16,-34,-34,9
GB,United Kingdom,,,,,,ChIJqZHHQhE7WgIReiWIMkOg-MQ,22/02/2022,-11,2,23,-30,-32,8
GB,United Kingdom,,,,,,ChIJqZHHQhE7WgIReiWIMkOg-MQ,23/02/2022,-10,1,19,-31,-32,8
GB,United Kingdom,,,,,,ChIJqZHHQhE7WgIReiWIMkOg-MQ,24/02/2022,-13,0,10,-32,-32,8
GB,United Kingdom,,,,,,ChIJqZHHQhE7WgIReiWIMkOg-MQ,25/02/2022,-9,4,31,-27,-31,7
GB,United Kingdom,,,,,,ChIJqZHHQhE7WgIReiWIMkOg-MQ,26/02/2022,-12,-2,20,-20,-7,1
GB,United Kingdom,,,,,,ChIJqZHHQhE7WgIReiWIMkOg-MQ,27/02/2022,-8,-2,42,-17,-3,0
GB,United Kingdom,,,,,,ChIJqZHHQhE7WgIReiWIMkOg-MQ,28/02/2022,-14,3,5,-31,-28,7
GB,United Kingdom,,,,,,ChIJqZHHQhE7WgIReiWIMkOg-MQ,01/03/2022,-17,5,12,-32,-27,7
GB,United Kingdom,,,,,,ChIJqZHHQhE7WgIReiWIMkOg-MQ,02/03/2022,-17,0,-6,-32,-26,8
GB,United Kingdom,,,,,,ChIJqZHHQhE7WgIReiWIMkOg-MQ,03/03/2022,-16,3,12,-34,-27,7
GB,United Kingdom,,,,,,ChIJqZHHQhE7WgIReiWIMkOg-MQ,04/03/2022,-14,2,7,-30,-25,7
GB,United Kingdom,,,,,,ChIJqZHHQhE7WgIReiWIMkOg-MQ,05/03/2022,-14,-2,6,-24,-7,2
GB,United Kingdom,,,,,,ChIJqZHHQhE7WgIReiWIMkOg-MQ,06/03/2022,-11,-3,25,-22,-4,1
GB,United Kingdom,,,,,,ChIJqZHHQhE7WgIReiWIMkOg-MQ,07/03/2022,-15,1,18,-32,-27,7
GB,United Kingdom,,,,,,ChIJqZHHQhE7WgIReiWIMkOg-MQ,08/03/2022,-16,2,17,-32,-26,6
GB,United Kingdom,,,,,,ChIJqZHHQhE7WgIReiWIMkOg-MQ,09/03/2022,-17,0,8,-33,-26,7
GB,United Kingdom,,,,,,ChIJqZHHQhE7WgIReiWIMkOg-MQ,10/03/2022,-16,2,21,-32,-25,7
GB,United Kingdom,,,,,,ChIJqZHHQhE7WgIReiWIMkOg-MQ,11/03/2022,-19,-1,-1,-32,-26,7
GB,United Kingdom,,,,,,ChIJqZHHQhE7WgIReiWIMkOg-MQ,12/03/2022,-17,-3,9,-26,-7,2
GB,United Kingdom,,,,,,ChIJqZHHQhE7WgIReiWIMkOg-MQ,13/03/2022,-16,-5,9,-24,-5,1
GB,United Kingdom,,,,,,ChIJqZHHQhE7WgIReiWIMkOg-MQ,14/03/2022,-16,1,25,-32,-27,7
GB,United Kingdom,,,,,,ChIJqZHHQhE7WgIReiWIMkOg-MQ,15/03/2022,-17,0,24,-32,-26,7
GB,United Kingdom,,,,,,ChIJqZHHQhE7WgIReiWIMkOg-MQ,16/03/2022,-20,-3,-4,-34,-26,8
GB,United Kingdom,,,,,,ChIJqZHHQhE7WgIReiWIMkOg-MQ,17/03/2022,-13,2,31,-31,-27,7
GB,United Kingdom,,,,,,ChIJqZHHQhE7WgIReiWIMkOg-MQ,18/03/2022,-14,1,38,-29,-27,6
GB,United Kingdom,,,,,,ChIJqZHHQhE7WgIReiWIMkOg-MQ,19/03/2022,-16,-3,36,-23,-9,1
GB,United Kingdom,,,,,,ChIJqZHHQhE7WgIReiWIMkOg-MQ,20/03/2022,-12,-3,42,-20,-6,0
GB,United Kingdom,,,,,,ChIJqZHHQhE7WgIReiWIMkOg-MQ,21/03/2022,-15,2,31,-32,-27,7
GB,United Kingdom,,,,,,ChIJqZHHQhE7WgIReiWIMkOg-MQ,22/03/2022,-16,2,42,-31,-26,6
GB,United Kingdom,,,,,,ChIJqZHHQhE7WgIReiWIMkOg-MQ,23/03/2022,-13,2,43,-31,-26,6
GB,United Kingdom,,,,,,ChIJqZHHQhE7WgIReiWIMkOg-MQ,24/03/2022,-12,5,48,-30,-26,6
GB,United Kingdom,,,,,,ChIJqZHHQhE7WgIReiWIMkOg-MQ,25/03/2022,-11,7,45,-28,-27,5
GB,United Kingdom,,,,,,ChIJqZHHQhE7WgIReiWIMkOg-MQ,26/03/2022,-12,9,48,-19,-8,0
GB,United Kingdom,,,,,,ChIJqZHHQhE7WgIReiWIMkOg-MQ,27/03/2022,-10,0,45,-17,-4,-1
GB,United Kingdom,,,,,,ChIJqZHHQhE7WgIReiWIMkOg-MQ,28/03/2022,-14,2,33,-31,-28,7
GB,United Kingdom,,,,,,ChIJqZHHQhE7WgIReiWIMkOg-MQ,29/03/2022,-18,1,16,-32,-27,7
GB,United Kingdom,,,,,,ChIJqZHHQhE7WgIReiWIMkOg-MQ,30/03/2022,-18,0,5,-34,-26,7
GB,United Kingdom,,,,,,ChIJqZHHQhE7WgIReiWIMkOg-MQ,31/03/2022,-16,2,8,-33,-26,7
GB,United Kingdom,,,,,,ChIJqZHHQhE7WgIReiWIMkOg-MQ,01/04/2022,-16,2,11,-31,-25,6
GB,United Kingdom,,,,,,ChIJqZHHQhE7WgIReiWIMkOg-MQ,02/04/2022,-17,-2,9,-26,-8,2
GB,United Kingdom,,,,,,ChIJqZHHQhE7WgIReiWIMkOg-MQ,03/04/2022,-14,-3,26,-21,-5,1
GB,United Kingdom,,,,,,ChIJqZHHQhE7WgIReiWIMkOg-MQ,04/04/2022,-17,0,13,-34,-31,7
GB,United Kingdom,,,,,,ChIJqZHHQhE7WgIReiWIMkOg-MQ,05/04/2022,-16,1,23,-33,-30,7
GB,United Kingdom,,,,,,ChIJqZHHQhE7WgIReiWIMkOg-MQ,06/04/2022,-16,-1,10,-34,-30,8
GB,United Kingdom,,,,,,ChIJqZHHQhE7WgIReiWIMkOg-MQ,07/04/2022,-16,1,18,-33,-30,7
GB,United Kingdom,,,,,,ChIJqZHHQhE7WgIReiWIMkOg-MQ,08/04/2022,-13,5,27,-29,-30,6
GB,United Kingdom,,,,,,ChIJqZHHQhE7WgIReiWIMkOg-MQ,09/04/2022,-16,1,22,-21,-7,1
GB,United Kingdom,,,,,,ChIJqZHHQhE7WgIReiWIMkOg-MQ,10/04/2022,-10,0,42,-17,-4,0
GB,United Kingdom,,,,,,ChIJqZHHQhE7WgIReiWIMkOg-MQ,11/04/2022,-7,7,53,-30,-36,7
GB,United Kingdom,,,,,,ChIJqZHHQhE7WgIReiWIMkOg-MQ,12/04/2022,-11,5,35,-32,-36,8
GB,United Kingdom,,,,,,ChIJqZHHQhE7WgIReiWIMkOg-MQ,13/04/2022,-7,6,51,-30,-36,7
GB,United Kingdom,,,,,,ChIJqZHHQhE7WgIReiWIMkOg-MQ,14/04/2022,1,17,74,-27,-38,5
GB,United Kingdom,,,,,,ChIJqZHHQhE7WgIReiWIMkOg-MQ,15/04/2022,-10,1,98,-37,-65,12
GB,United Kingdom,,,,,,ChIJqZHHQhE7WgIReiWIMkOg-MQ,16/04/2022,-20,4,61,-23,-16,1
GB,United Kingdom,,,,,,ChIJqZHHQhE7WgIReiWIMkOg-MQ,17/04/2022,-33,-39,76,-21,-17,0
GB,United Kingdom,,,,,,ChIJqZHHQhE7WgIReiWIMkOg-MQ,18/04/2022,-5,-4,107,-42,-73,13
GB,United Kingdom,,,,,,ChIJqZHHQhE7WgIReiWIMkOg-MQ,19/04/2022,-13,6,49,-31,-35,7
GB,United Kingdom,,,,,,ChIJqZHHQhE7WgIReiWIMkOg-MQ,20/04/2022,-11,4,59,-30,-31,6
GB,United Kingdom,,,,,,ChIJqZHHQhE7WgIReiWIMkOg-MQ,21/04/2022,-10,6,66,-29,-30,6
GB,United Kingdom,,,,,,ChIJqZHHQhE7WgIReiWIMkOg-MQ,22/04/2022,-13,5,38,-28,-30,6
GB,United Kingdom,,,,,,ChIJqZHHQhE7WgIReiWIMkOg-MQ,23/04/2022,-16,2,24,-21,-6,1
GB,United Kingdom,,,,,,ChIJqZHHQhE7WgIReiWIMkOg-MQ,24/04/2022,-12,0,46,-16,-3,0
GB,United Kingdom,,,,,,ChIJqZHHQhE7WgIReiWIMkOg-MQ,25/04/2022,-12,6,30,-28,-25,5
GB,United Kingdom,,,,,,ChIJqZHHQhE7WgIReiWIMkOg-MQ,26/04/2022,-12,6,35,-26,-23,5
GB,United Kingdom,,,,,,ChIJqZHHQhE7WgIReiWIMkOg-MQ,27/04/2022,-12,6,24,-27,-23,5
GB,United Kingdom,,,,,,ChIJqZHHQhE7WgIReiWIMkOg-MQ,28/04/2022,-10,8,33,-26,-23,5
GB,United Kingdom,,,,,,ChIJqZHHQhE7WgIReiWIMkOg-MQ,29/04/2022,-8,10,40,-24,-24,4
GB,United Kingdom,,,,,,ChIJqZHHQhE7WgIReiWIMkOg-MQ,30/04/2022,-10,4,42,-15,-6,-1
GB,United Kingdom,,,,,,ChIJqZHHQhE7WgIReiWIMkOg-MQ,01/05/2022,-1,1,34,-14,-4,-1
GB,United Kingdom,,,,,,ChIJqZHHQhE7WgIReiWIMkOg-MQ,02/05/2022,0,-5,99,-40,-71,13
GB,United Kingdom,,,,,,ChIJqZHHQhE7WgIReiWIMkOg-MQ,03/05/2022,-13,9,28,-27,-25,5
GB,United Kingdom,,,,,,ChIJqZHHQhE7WgIReiWIMkOg-MQ,04/05/2022,-13,5,20,-28,-23,5
GB,United Kingdom,,,,,,ChIJqZHHQhE7WgIReiWIMkOg-MQ,05/05/2022,-7,9,50,-26,-23,4
GB,United Kingdom,,,,,,ChIJqZHHQhE7WgIReiWIMkOg-MQ,06/05/2022,-11,6,34,-26,-23,4
GB,United Kingdom,,,,,,ChIJqZHHQhE7WgIReiWIMkOg-MQ,07/05/2022,-12,2,36,-18,-4,0
GB,United Kingdom,,,,,,ChIJqZHHQhE7WgIReiWIMkOg-MQ,08/05/2022,-6,3,63,-13,-1,-1
GB,United Kingdom,,,,,,ChIJqZHHQhE7WgIReiWIMkOg-MQ,09/05/2022,-11,6,38,-27,-24,5
GB,United Kingdom,,,,,,ChIJqZHHQhE7WgIReiWIMkOg-MQ,10/05/2022,-12,7,34,-26,-23,4
GB,United Kingdom,,,,,,ChIJqZHHQhE7WgIReiWIMkOg-MQ,11/05/2022,-13,4,15,-27,-23,5
GB,United Kingdom,,,,,,ChIJqZHHQhE7WgIReiWIMkOg-MQ,12/05/2022,-10,7,40,-26,-22,4
GB,United Kingdom,,,,,,ChIJqZHHQhE7WgIReiWIMkOg-MQ,13/05/2022,-10,8,42,-25,-23,4
GB,United Kingdom,,,,,,ChIJqZHHQhE7WgIReiWIMkOg-MQ,14/05/2022,-14,3,56,-16,-5,-1
GB,United Kingdom,,,,,,ChIJqZHHQhE7WgIReiWIMkOg-MQ,15/05/2022,-11,1,25,-15,-3,0
GB,United Kingdom,,,,,,ChIJqZHHQhE7WgIReiWIMkOg-MQ,16/05/2022,-12,6,30,-27,-25,5
GB,United Kingdom,,,,,,ChIJqZHHQhE7WgIReiWIMkOg-MQ,17/05/2022,-11,6,48,-25,-23,4
GB,United Kingdom,,,,,,ChIJqZHHQhE7WgIReiWIMkOg-MQ,18/05/2022,-10,7,42,-25,-22,4
GB,United Kingdom,,,,,,ChIJqZHHQhE7WgIReiWIMkOg-MQ,19/05/2022,-9,8,55,-25,-23,4
GB,United Kingdom,,,,,,ChIJqZHHQhE7WgIReiWIMkOg-MQ,20/05/2022,-12,7,26,-25,-23,4
GB,United Kingdom,,,,,,ChIJqZHHQhE7WgIReiWIMkOg-MQ,21/05/2022,-13,3,43,-16,-5,-1
GB,United Kingdom,,,,,,ChIJqZHHQhE7WgIReiWIMkOg-MQ,22/05/2022,-8,3,56,-11,-2,-1
GB,United Kingdom,,,,,,ChIJqZHHQhE7WgIReiWIMkOg-MQ,23/05/2022,-12,7,31,-26,-24,5
GB,United Kingdom,,,,,,ChIJqZHHQhE7WgIReiWIMkOg-MQ,24/05/2022,-12,7,32,-25,-23,5
GB,United Kingdom,,,,,,ChIJqZHHQhE7WgIReiWIMkOg-MQ,25/05/2022,-10,7,23,-25,-23,5
GB,United Kingdom,,,,,,ChIJqZHHQhE7WgIReiWIMkOg-MQ,26/05/2022,-8,9,37,-24,-23,4
GB,United Kingdom,,,,,,ChIJqZHHQhE7WgIReiWIMkOg-MQ,27/05/2022,-7,9,54,-21,-24,3
GB,United Kingdom,,,,,,ChIJqZHHQhE7WgIReiWIMkOg-MQ,28/05/2022,-13,4,48,-13,-6,-2
GB,United Kingdom,,,,,,ChIJqZHHQhE7WgIReiWIMkOg-MQ,29/05/2022,-7,2,47,-9,-3,-1
GB,United Kingdom,,,,,,ChIJqZHHQhE7WgIReiWIMkOg-MQ,30/05/2022,-2,8,54,-26,-36,6
GB,United Kingdom,,,,,,ChIJqZHHQhE7WgIReiWIMkOg-MQ,31/05/2022,-1,11,51,-26,-35,6
GB,United Kingdom,,,,,,ChIJqZHHQhE7WgIReiWIMkOg-MQ,01/06/2022,9,20,74,-21,-36,4
GB,United Kingdom,,,,,,ChIJqZHHQhE7WgIReiWIMkOg-MQ,02/06/2022,7,10,151,-30,-67,10
GB,United Kingdom,,,,,,ChIJqZHHQhE7WgIReiWIMkOg-MQ,03/06/2022,-13,-5,112,-36,-68,12
GB,United Kingdom,,,,,,ChIJqZHHQhE7WgIReiWIMkOg-MQ,04/06/2022,-23,-3,51,-20,-14,0
GB,United Kingdom,,,,,,ChIJqZHHQhE7WgIReiWIMkOg-MQ,05/06/2022,-21,-4,17,-15,-6,0
GB,United Kingdom,,,,,,ChIJqZHHQhE7WgIReiWIMkOg-MQ,06/06/2022,-12,8,37,-28,-29,6
GB,United Kingdom,,,,,,ChIJqZHHQhE7WgIReiWIMkOg-MQ,07/06/2022,-12,8,46,-24,-25,5
GB,United Kingdom,,,,,,ChIJqZHHQhE7WgIReiWIMkOg-MQ,08/06/2022,-12,8,31,-25,-24,5
GB,United Kingdom,,,,,,ChIJqZHHQhE7WgIReiWIMkOg-MQ,09/06/2022,-11,8,40,-24,-24,5
GB,United Kingdom,,,,,,ChIJqZHHQhE7WgIReiWIMkOg-MQ,10/06/2022,-10,8,50,-22,-24,4
GB,United Kingdom,,,,,,ChIJqZHHQhE7WgIReiWIMkOg-MQ,11/06/2022,-15,3,45,-15,-4,-1
GB,United Kingdom,,,,,,ChIJqZHHQhE7WgIReiWIMkOg-MQ,12/06/2022,-8,4,55,-10,-1,-1
